judul,isi,tanggal,kategori
Dharma-Kun Tetapkan Menggelar Kampanye Akbar di Kalideres Usai Tak Dapat Izin di Waduk Pluit,"JAKARTA, KOMPAS.com - Calon gubernur Jakarta nomor urut 2 Dharma Pongrekun akhirnya sudah menemukan tempat untuk menggelar kampanye akbar Pilkada DKI Jakarta, Sabtu (23/11/2024). ""Kampanye Akbar pada tanggal 23 November, Kemungkinan besar di Cengkareng, Kalideres,"" kata Dharma Pongrekun di RW 15 Cipinang Muara, Jakarta Timur, Rabu (20/11/2024). Dharma mengungkapkan, keterbatasan dana jadi alasan utama di balik kampanye akbar digelar di Kalideres setelah sebelumnya hendak digelar di Waduk Pluit, Jakarta Utara. Baca juga: Tidak Punya Beking Politik, Dharma Pongrekun: Kami Bukan Boneka Diketahui, izin agar Waduk Pluit dapat dijadikan tempat kampanye akbar juga tidak kunjung dikeluarkan. ""Kami tidak mampu menyewa dan kami hanya ingin bertemu dengan warga, yang pesta itu warga, bukan kami,"" ucap Dharma. Pada kampanye akbar nanti, Dharma akan lebih banyak mendengarkan masyarakat yang ingin menyampaikan keluhannya. ""Warga perintah saya sebagai petugas. 'Kami mau ini, mau ini, Bapak laksanakan kami tunggu hasilnya'. Saya cuma bilang, 'Siap laksanakan,"" tambah Dharma. Dalam kampanye akbar nanti, pihaknya juga akan menyiapkan makan-makanan yang berasal dari sumbangan para relawan. Baca juga: Prediksi Jitu Dharma Pongrekun, Sebut Timnas Menang 2-0 atas Arab Saudi Sebelum Laga Dimulai Sebelumnya, Dharma Pongrekun dipusingkan lantaran belum mendapatkan tempat untuk melakukan kampanye akbar pada Sabtu (23/11/2024). Diketahui, Dharma mencari tempat yang tidak memiliki biaya sewa yang tinggi karena keterbatasan pendanaan sebagai calon independen. Salah satu pilihan untuk melakukan kampanye akbar yaitu Waduk Pluit, Jakarta Utara. Namun, Dharma Pongrekun masih mencari alternatif tempat lain karena belum mengantongi izin menggunakan Waduk Pluit, Jakarta Utara, sebagai tempat kampanye akbar. ""Kami sudah menentukan di Waduk Pluit, tapi katanya tempat itu tidak boleh karena itu merupakan taman,"" ucap Dharma Pongrekun di Kebon Bawang, Tanjung Priok, Jakarta Utara, Rabu (13/11/2024). Baca juga: Dharma Pongrekun Sebut Banjir Rob Muara Angke Makin Buruk Tanpa Pompa Air Dharma memilih Waduk Pluit karena tidak memiliki dana untuk menyewa tempat melakukan kampanye akbar. ""Kami memilih tempat itu karena itu adalah alternatif bagi kami independen yang tidak punya dana besar untuk menyewa stadion, menyewa tempat,"" kata Dharma. Menurut Dharma, uangnya lebih baik digunakan untuk makan bersama warga. ","Kompas.com - 21/11/2024, 06:35 WIB",Megapolitan
Pemerintah Diminta Pikirkan UMKM Sebelum Naikkan PPN 12 Persen,"JAKARTA, KOMPAS.com - Wakil Ketua Komisi VII DPR RI Evita Nursanty meminta pemerintah memikirkan nasib pelaku Usaha Mikro, Kecil, dan Menengah (UMKM) sebelum menaikkan pajak pertambahan nilai (PPN) menjadi 12 persen. Ia mengingatkan, UMKM bakal mengalami dampak besar karena rencana itu diduga bisa menurunkan daya beli masyarakat. “UMKM berisiko mengalami penurunan penjualan yang signifikan, mengakibatkan ketidakmampuan untuk mempertahankan arus kas dan keseimbangan keuangan usaha mereka,” ujar Evita dalam keterangan, Rabu (20/11/2024). Ia mengungkapkan, jika dipaksakan untuk tetap naik, PPN bakal membebani ekonomi masyarakat. Baca juga: PPN 12 Persen Berlaku 2025, Daya Beli Kelas Menengah-Bawah Terancam Evita memahami bahwa pemerintah ingin menambah jumlah penerimaan uang negara melalui pajak. Tapi, menaikkan PPN saat ini dianggapnya tidak tepat. “Kami memahami maksud pemerintah untuk meningkatkan pendapatan, tapi sekarang gejolak ekonomi sudah banyak berdampak signifikan ke rakyat,” tuturnya. “Pikirkan nasib jutaan UMKM yang akan terdampak, termasuk pekerja yang hidup dari sana,” sambung dia. Ia menganggap kenaikan PPN bakal membuat ekonomi masyarakat kian lesu. Ia pun menyarankan pemerintah mengoptimalkan sumber penerimaan lain ketimbang menaikkan PPN menjadi 12 persen. Baca juga: PHRI Gunungkidul Ungkap Kekhawatiran Kenaikan PPN 12 Persen “Pemerintah perlu mempertimbangkan alternatif yang lebih inklusif dan berorientasi pada keberlanjutan sektor UMKM. Dari pada menaikkan PPN, pemerintah dapat mengoptimalkan sumber pendapatan lain melalui perbaikan sistem perpajakan yang lebih efektif,” imbuh dia. ","Kompas.com - 21/11/2024, 06:32 WIB",Nasional
Lokasi SIM Keliling di Jakarta Hari Ini 21 November 2024,KOMPAS.com - Mengurus Surat Izin Mengemudi (SIM) lebih praktis lewat layanan SIM Keliling. Biasanya lokasi layanan SIM keliling berpindah-pindah sehingga harus mengetahui jadwal dan lokasi pastinya. Layanan SIM keliling ini biasanya diadakan di dalam mobil yang bertuliskan SIM keliling. Jadwal SIM Keliling ini hanya beroperasi pada hari kerja. Untuk tanggal merah atau libur nasional layanan SIM keliling tidak beroperasi. Adapun biaya perpanjangan SIM sesuai dengan PP Nomor 60 Tahun 2016 tentang Penerimaan Negara Bukan Pajak adalah sebesar Rp 80.000 untuk perpanjangan SIM A dan Rp 75.000 untuk perpanjangan SIM C. Berikut ini informasi mengenai lokasi SIM keliling di Jakarta dan sekitarnya tanggal 21 November 2024. ,"Kompas.com - 21/11/2024, 06:19 WIB",Megapolitan
Kapolda Metro: Kampung Ambon Harus Lepas dari Label Jelek Sarang Narkoba,"  JAKARTA, KOMPAS.com - Kapolda Metro Jaya Irjen Pol Karyoto ingin Kampung Ambon di Kedaung Kali Angke, Cengkareng, Jakarta Barat, lepas dari label ""kampung narkoba"". Hal ini disampaikan Karyoto saat memimpin jumpa pers soal terbongkarnya sindikat narkoba jaringan Afganistan-Jakarta, di mana dua tangan kanan bandar ditangkap 500 meter dari Kampung Ambon. Barang bukti narkoba adalah 389 kilogram sabu-sabu. “Sebenarnya harus ada transformasi dari kampung narkoba (Kampung Ambon), dijadikan kampung apa? Karena, cap, labeling sebagai kampung narkoba sudah sangat jelek,” kata Karyoto di Gedung Promoter Polda Metro Jaya, Rabu (20/11/2024). Baca juga: Kapolda Metro: Kampung Ambon Jangan Sampai Jadi Sarang Pengedar Narkoba Perantau Kendati demikian, Karyoto menegaskan, penangkapan terhadap kurir atau bandar di Kampung Ambon bukan satu-satunya solusi memberantas narkoba di wilayah tersebut. Sayangnya, Karyoto tidak memerinci upaya apa yang dilakukan polisi agar Kampung Ambon bertransformasi dari label jelek tersebut. “Harus bisa memberikan jalan keluar (solusi), (agar) bagaimana masyarakat di sana bisa bertransformasi dalam menghidupi keseharian,” ujar Karyoto. Karyoto berjanji, dalam waktu dekat Polda Metro Jaya akan melakukan sejumlah upaya untuk membenahi Kampung Ambon. “Saya tidak buka sekarang, teman-teman nanti lihat. Mungkin seminggu atau dua minggu yang akan datang,” tutur Karyoto. “Karena ini sudah menjelang pemilu, mungkin habis pilkada. Kita akan bergerak bersama-sama. Kami, pemerintah, kita sama-sama melihat kampung itu,” katanya. Karyoto ingin Kampung Ambon menjadi tempat yang ramah bagi perantau di Jakarta. Dia bilang, jika Kampung Ambon terus-terusan menjadi tempat peredaran narkoba, para perantau bisa terjerumus dalam pusaran peredaran barang haram tersebut. Baca juga: Ketegangan di Kampung Ambon Saat Polisi Menangkap Bandar Narkoba “Kadang ada pendatang-pendatang yang mengharapkan pekerjaan di situ, dan salah satunya pekerjaan yang memberikan iming-iming ongkos atau upah atau jasa yang sangat besar, padahal menjadi pengedar narkoba,” tambah dia. Terlepas dari hal tersebut, Karyoto meyakini, masih ada warga Kampung Ambon yang menolak peredaran narkoba di wilayah itu. “Ini tanggung jawab kita bersama untuk kita bina sehingga kampung itu kalau bisa bersih betul dari narkoba,” ujar dia. ","Kompas.com - 21/11/2024, 06:14 WIB",Megapolitan
Kapolda Metro: Kampung Ambon Jangan Sampai Jadi Sarang Pengedar Narkoba Perantau,"JAKARTA, KOMPAS.com - Kapolda Metro Jaya Irjen Pol Karyoto ingin agar Kampung Ambon di Cengkareng, Jakarta Barat, menjadi tempat yang ramah bagi perantau di Jakarta. Karyoto bilang, jika Kampung Ambon terus-terusan menjadi tempat peredaran narkoba, para perantau bisa terjerumus dalam pusaran peredaran barang haram tersebut. ""Jangan sampai nanti tempat itu sebagai tempat sandarnya adik-adik kita yang datang dari luar daerah, masuk situ ada saudaranya. Kemudian diimingi-imingi dengan pekerjaan yang mudah, tapi upahnya cukup,” kata Karyoto di Gedung Promoter Polda Metro Jaya, Rabu (20/11/2024). Karyoto menegaskan, tidak seharusnya kurir atau bandar narkoba dijadikan profesi, apalagi bagi perantau. Baca juga: 5 Polisi Dikeroyok Saat Tangkap Bandar Narkoba di Kampung Ambon “Kadang ada pendatang-pendatang yang mengharapkan pekerjaan di situ, dan salah satunya pekerjaan yang memberikan iming-iming ongkos atau upah atau jasa yang sangat besar, padahal menjadi pengedar narkoba,” kata Karyoto. “Bukan itu yang harus kita jadikan profesi. Ya profesi karena bantu peredaran, kan jelas salah,” tambah dia. Karyoto menginginkan Kampung Ambon berbenah agar label sebagai kampung narkoba lepas dari benak masyarakat. Kendati demikian, Karyoto menegaskan, penangkapan terhadap kurir atau bandar di Kampung Ambon bukan satu-satunya solusi demi memberantas peredaran narkoba di wilayah tersebut. Sayangnya, Karyoto tidak memerinci upaya-upaya apa yang dilakukan polisi agar Kampung Ambon bertransformasi dari label tersebut. “Harus bisa memberikan jalan keluar (solusi), (agar) bagaimana masyarakat di sana bisa bertransformasi dalam menghidupi keseharian,” ujar Karyoto. Terlepas dari hal tersebut, Karyoto meyakini, masih ada warga Kampung Ambon yang menolak peredaran narkoba di wilayah itu. “Ini tanggung jawab kita bersama untuk kita bina, sehingga kampung itu kalau bisa bersih betul dari narkoba,” ujar dia. Baca juga: Ketegangan di Kampung Ambon Saat Polisi Menangkap Bandar Narkoba ","Kompas.com - 21/11/2024, 05:58 WIB",Megapolitan
"Jokowi Dukung RK, Hasto Yakin Akan Menyatukan ""Anak Abah"" dan PDI-P","JAKARTA, KOMPAS.com - Dukungan Presiden ke-7 Joko Widodo ke pasangan calon gubernur-wakil gubernur, Ridwan Kamil-Suswono, di Pilkada Jakarta, diyakini PDI Perjuangan justru akan menguntungkan pasangan Pramono Anung-Rano Karno. Sekretaris Jenderal PDI-P, Hasto Kristiyanto menilai bahwa dukungan yang diberikan mantan Wali Kota Solo itu justru akan berdampak negatif kepada pasangan nomor urut 1 itu. Bahkan, ia berkelakar, Pramono-Rano dapat memenangkan kontestasi dalam satu putaran. ""Sebelum adanya endorsement Pak Jokowi, kami merancang dua putaran. Justru begitu Pak Jokowi meng-endorse dan mendapat reaksi negatif dari publik, ini malah bisa satu putaran (untuk Pramono),"" ungkap Hasto di Kantor DPP PDI-P, Jalan Diponegoro, Menteng, Jakarta Pusat, Rabu (20/11/2024). Menurutnya, reaksi negatif publik atas dukungan itu, tidak terlepas dari cara Pramono menyikapinya. Pramono menilai bahwa dukungan seorang tokoh di pilkada merupakan hal yang biasa dan bagian dari proses demokrasi itu sendiri. Baca juga: Anies Pose Tiga Jari Bareng Pramono-Rano, PDI-P: Komunikasi Kami Intens ""Kedewasaan Mas Pram dalam merespons itu menunjukkan kematangan emosional dan kepemimpinan dari seorang Pramono Anung,"" katanya. Di sisi lain, keyakinan PDI-P untuk meraih kemenangan di Pilkada Jakarta kian kuat lantaran pasangan Pramono-Rano telah mendapat dukungan dari ""Anak Abah"", kelompok relawan pendukung Anies Baswedan. Dalam sejumlah kesempatan pun, Pramono-Rano bahkan telah bertemu Anies. Teranyar, pertemuan itu dilangsungkan di kediaman Anies, kemarin. ""Pada kesempatan ini kami juga mengucapkan terima kasih atas dukungan para relawan, kelompok civil society, juga rekan-rekan pers, juga di Jakarta secara khusus dukungan dari Anak Abah, Jawa Timur di Blitar belum lama dideklarasikan, ini mencerminkan bahwa kita menghadapi satu kekuatan yang antidemokrasi,"" ucapnya.  Adapun dukungan kelompok relawan ""Anak Abah"" telah disampaikan sebelumnya, bersama""Ahokers"",relawan pendukung Basuki Tjahaja Purnama alias Ahok, pada Minggu (17/11/2024). Baca juga: Hasto Sebut PDI-P dan Anak Abah Punya Semangat yang Sama Dukungan ini disampaikan setelah sebelumnya Pramono-Rano bertemu Anies. ""Pasca sinyal tegas pertemuan Mas Pram dan Anies, saya ingin sampaikan kepada seluruh pendukung Mas Anies, tanda-tanda apalagi yang masih kau ragukan?"" kata Koordinator Presidium Aliansi Nasional Indonesia Sejahtera (Anies), La Ode Basir. Dalam pertemuan teranyar, Pramono-Rano dan Anies bahkan sempat mengacungkan salam tiga jari, yang identik dengan nomor urut pasangan ini di Pilkada Jakarta. Menurut Hasto, komunikasi yang dibangun para elite PDI Perjuangan dengan Anies cukup intensif. Kedua pihak yang sempat berseberangan dalam sejumlah kontestasi politik ini, meyakini disatukan karena tengah menghadapi persoalan yang sama, yaitu untuk menyelamatkan demokrasi. ""Sehingga dalam konteks itu kita semua justru disatukan. Ini bagian dari dialektika politik yang disatukan dengan komitmen untuk membangun kedaulatan rakyat sebagai substansi pokok di dalam demokrasi itu,"" kata Hasto. Baca juga: Usai Jokowi Dukung RK, Hasto Yakin Pramono Menang Satu Putaran Rencananya, Pramono-Rano akan kembali bertemu Anies di Lapangan Blok S, Kebayoran Baru, Jakarta Selatan, Kamis (21/11/2024), bertepatan dengan kegiatan rapat akbar. Hal ini diketahui dari informasi dalam pesan singkat yang beredar di kalangan awak media. ","Kompas.com - 21/11/2024, 05:58 WIB",Nasional
"[POPULER JABODETABEK] Permintaan Maaf Dirlantas Polda Metro Patut Ditiru Polisi Lain | Menguatnya Stigma ""No Viral No Justice"" Polisi","JAKARTA, KOMPAS.com - Sejumlah berita seputar Jabodetabek mewarnai pemberitaan Kompas.com sepanjang Rabu (20/11/2024). Berita mengenai permintaan maaf Dirlantas Polda Metro patut ditiru polisi lain menjadi berita terpopuler di kanal Megapolitan. Selanjutnya, artikel tentang menguatnya stigma no viral no justice polisi menjadi berita terpopuler berikutnya. Baca juga: Ketum Jakmania Tantang Ridwan Kamil Pakai Baju Persija Sementara itu, berita tentang warga tantang Menteri LH datangi hamparan sampah di Babelan Bekasi turut menarik perhatian banyak pembaca. Berikut ini adalah paparan dari tiga berita populer Jabodetabek yang disebutkan di atas: Sikap Dirlantas Polda Metro Jaya Kombes Latif Usman yang meminta maaf karena polisi sempat menolak laporan kecelakaan Lachlan Gibson pada 2023 disebut patut ditiru polisi lain. Komisioner Komisi Kepolisian Nasional (Kompolnas) Muhammad Choirul Anam berpendapat, permintaan maaf Latif menunjukkan sikap berani bertanggung jawab. Baca juga: Benarkah Anies Baswedan akan Deklarasi Mendukung Pramono-Rano Besok?  “Ini langkah yang baik, ini bisa dicontoh oleh banyak yang lain, polda-polda yang lain, sehingga memang semakin lama, polisinya semakin profesional dan transparan,” kata dia saat dihubungi Kompas.com, Selasa (19/11/2024). Menurut Anam, permintaan maaf Latif juga sekaligus sebagai alarm bagi kepolisian agar bekerja profesional dan transparan. Dua sikap tersebut disebut sangat dibutuhkan dalam kinerja polisi. Baca selengkapnya di sini. Direktur Lalu Lintas (Dirlantas) Polda Metro Jaya Kombes Pol Latif Usman meminta maaf usai anggotanya sempat tidak menerima laporan polisi (LP) warga bernama Lachlan Gibson yang mengalami kecelakaan pada 21 Januari 2023. Permintaan maaf itu disampaikan Latif usai video Lachlan Gibson meluapkan kekecewaannya viral di media sosial, diunggah oleh akun Instagram @lbj_jakarta. Baca juga: Ridwan Kamil: Tugas Pemimpin Cari Solusi, Mendamaikan dan Bela Minoritas “Tentunya saya juga meminta maaf kepada yang bersangkutan dan kepada seluruh masyarakat,” kata Latif saat dihubungi, Senin (18/11/2024). Polisi beralasan, kala itu pihaknya tidak menerima laporan Lachlan karena rekaman kamera E-TLE yang menyorot tempat kejadian perkara (TKP), yakni di depan Polda Metro Jaya, diperbarui setiap enam jam sekali. Baca selengkapnya di sini. Warga menantang Menteri Lingkungan Hidup/Kepala Badan Pengendalian Lingkungan Hidup Hanif Faisol Nurofiq mendatangi hamparan sampah liar di Desa Muara Bakti, Babelan, Kabupaten Bekasi. Sebagai menteri, Hanif diharap bisa mengecek, bahkan membantu membersihkan tumpukan sampah di lahan bekas galian tersebut. Baca juga: Anies Baswedan Disebut akan Deklarasi Mendukung Pramono-Rano Dalam Waktu Dekat ""Harus sampai (datang ke lokasi), bupati, menteri, tengok,"" ujar warga setempat, Agus Cina (52) saat ditemui Kompas.com di lokasi, Selasa (19/11/2024) sore. Agus mengaku kaget dalam sepekan terakhir ada tumpukan sampah tak jauh dari lokasi yang biasa ia gunakan untuk memancing. Baca selengkapnya di sini. ","Kompas.com - 21/11/2024, 05:33 WIB",Megapolitan
"Kapolda Metro: Bawa Pencandu Narkoba Datang ke Kantor Polisi, Enggak Ditangkap!","JAKARTA, KOMPAS.com - Kapolda Metro Jaya Irjen Karyotomeminta warga segera datang ke kantor polisi jika mencurigai anggota keluarganya terindikasi pencandu narkoba. Dia berjanji tidak akan menangkap pencandu narkoba yang dengan kesadaran diri mendatangi kantor polisi. ""Kalau datang dengan kesadaran, tentunya tidak akan ditangkap. Kecuali kalau DPO ya, tetap ditangkap,”kata Karyoto di Gedung Promoter Polda Metro Jaya, Rabu (20/11/2024). Baca juga: Kapolda Metro: Saya Prihatin Ketika Narkoba Membanjiri Jakarta... Selain itu, warga juga bisa mendatangi Kantor Badan Narkotika Nasional (BNN) Provinsi atau BNN Kota Madya. Oleh polisi atau BNN, warga yang terindikasi pencandu narkoba akan dites urine. Jika hasilnya positif, pencandu narkoba tersebut akan direhabilitasi. ""(Kalau) anggota keluarganya ada yang mengindikasikan perilakunya sudah mulai aneh, jangan sungkan-sungkan datang ke polisi,"" ujar Karyoto. Eks Wakapolda Daerah Istimewa Yogyakarta (DIY) itu berujar, negara wajib merehabilitasi pencandu narkoba agar mereka menjadi lebih baik. ""Kalau dia datang dengan kesadaran, 'Tolong, Pak, cek anak saya. Ada indikasi enggak memakai sabu?', itu akan kami lindungi,"" tegas Karyoto. Terlepas dari hal tersebut, Karyoto merasa prihatin dengan peredaran narkoba yang masih marak di Jakarta. Baca juga: 389 Kilogram Sabu Disita dari Dua Kurir Narkoba Jaringan Afganistan-Jakarta Ia menyinggung penangkapan sejumlah sindikat narkoba dalam satu bulan terakhir oleh Polda Metro Jaya, yakni sindikat narkoba jaringan Malaysia dengan penemuan 207 kilogram sabu dan sindikat narkoba jaringan Afghanistan-Jakarta dengan penemuan 389 kilogram sabu). ""Saya prihatin ketika narkoba membanjiri Jakarta,"" kata Karyoto. Karyoto bertanya-tanya, apakah Jakarta dijadikan bandar narkoba sebagai pintu masuk peredaran ke daerah-daerah lain, atau justru menjadi pangsa pasar. ""Ini sebenarnya masih menjadi angka yang misterius. Sebenarnya, berapa angka warga DKI Jakarta yang terpapar sebagai pengguna narkoba?"" pungkas dia. ","Kompas.com - 21/11/2024, 05:31 WIB",Megapolitan
"Anies, Ganjar, dan Mahfud MD Mulailah “Bersuara”","""In a democracy, the opposition is not only tolerated as constitutional, but must be maintained because it is indispensable"", kata Walter Lipmann. APAPUN istilahnya di sini, kekuatan penyeimbang kekuatan koalisional penyokong pemerintah terpilih sangatlah dibutuhkan. Bahkan secara ideal, sebenarnya kekuatan penyeimbang ini adalah mitra sejati pemerintah terpilih, karena akan dengan sengaja berusaha untuk mencari celah agar semua kebijakan penguasa bisa direncanakan dan diimplementasikan secara “sempurna”, tanpa niat dan motivasi untuk diganjar jabatan dan dibalas dengan berbagai konsesi ekonomi politik. Bukan oposisi namanya jika mengontrol dan mengkritik pemerintah hanya untuk imbalan tertentu. Sehingga pada konsep inilah sebenarnya mengapa oposisi itu sangat diperlukan, persis seperti kata Walter Lipmann di atas. Kekuatan penyeimbang dan oposisi, atau apapun namanya, tidak saja harus diakui secara konstitusional, tapi juga harus diberi ruang dan dihormati secara de facto, agar praktik demokrasi bisa lebih sehat dan bergairah di satu sisi dan lebih fokus untuk kepentingan publik di sisi lain. Jika tidak demikian dan jika para politisi kita terus mencari alasan untuk menegasikan konsep oposisi dan kekuatan penyeimbang atas nama “budaya ketimuran” yang konon dikatakan tidak mengenal budaya oposisi, maka demokrasi Indonesia justru hanya tersisa “labelnya” saja, atau paling “banter” tersisa bungkusnya saja. Sementara isinya sudah tidak demokrasi lagi, tapi yang ada adalah pemerintahan yang represif dan “paranoid”. Jika itu dijalankan, maka pertanyaannya kemudian, apa esensinya Indonesia menggelorakan reformasi dua puluhan tahun lalu? ""Once a government is committed to the principle of silencing the voice of opposition, it has only one way to go, and that is down the path of increasingly repressive measures"", kata mantan Presiden Amerika, Harry S. Truman, Presiden ke 33 Amerika Serikat. Pemerintahan yang memojokkan kritik dan kontrol publik, lalu mencari berbagai cara untuk “menyakiti” para penyeimbang narasi pemerintah, seperti Said Didu, misalnya, justru akan terjebak ke dalam sikap dan tindakan yang nondemokratis. Secara prinsipil justru tidak linier dengan semangat yang melahirkan pemerintahan terpilih itu sendiri, yakni semangat berdemokrasi secara substansial. Jadi meskipun dalam narasi-narasi para politisi Indonesia sering kali disampaikan bahwa di Indonesia tidak dikenal adanya oposisi, tidak berarti pemerintahan terpilih bisa sesuka hati untuk memperlakukan partai politik dan tokoh-tokoh yang tidak tergabung ke dalam koalisi penguasa sebagai musuh negara dan penguasa. Karena hampir semua esensi dan kritik publik, melalui mulut para tokoh kritis, berbasiskan kepada pertimbangan kepentingan rakyat banyak, bukan semuanya atas nama kepentingan diri sendiri atau kelompok sendiri. Apapun namanya, di mana di sini saya tetap lebih senang menggunakan istilah oposisi, meskipun sering dinegasikan oleh para politisi kawakan kita, oposisi dan kekuatan politik pengontrol plus penyeimbang pemerintah di luar struktur formal pemerintahan sangatlah diperlukan. ","Kompas.com - 21/11/2024, 05:27 WIB",Nasional
"Prakiraan Cuaca Jakarta Hari Ini Kamis 21 November 2024, dan Besok: Sore Ini Hujan Ringan","Jakarta, KOMPAS.com - Halaman ini memuat informasi prakiraan cuaca Jakarta untuk hari ini Kamis 21 November 2024 dan besok Jumat 22 November 2024. Silakan simpan halaman ini untuk mengetahui prakiraan cuaca Jakarta. Jangan ke luar rumah sebelum Anda baca artikel ini. Data prakiraan cuaca diambil dari BMKG.go.id. Prakiraan cuaca Jakarta hari ini per jam: Kamis, 21 November 2024 Prakiraan cuaca Jakarta besok: Jumat, 22 November 2024 Di Indonesia, informasi prakiraan cuaca setiap daerah dikeluarkan oleh Badan Meteorologi, Klimatologi dan Geofisika (BMKG). Setiap pagi, kita bisa melihat informasi perkiraan cuaca yang dikeluarkan BMKG. Prakiraan cuaca dilakukan oleh seorang forecaster (prakirawan cuaca). Pembuatan prakiraan cuaca juga dibantu dengan teknologi pemodelan prediksi cuaca berbasis komputer yakni model Numerical Weather Prediction (NWP). ","Kompas.com - 21/11/2024, 05:02 WIB",Megapolitan
"[POPULER NASIONAL] Ratusan Keping Emas di Gudang Antam Raib | Jokowi ""Effect"" di Pilkada Jakarta dan Jateng","JAKARTA, KOMPAS.com - Kesaksian tentang raibnya ratusan kilogram keping emas di Gudang Antam Surabaya terkait persidangan kasus dugaan korupsi pembelian emas Budi Said menjadi perhatian para pembaca pada Rabu (20/11/2024) kemarin. Menurut keterangan ahli dalam persidangan, hilangnya ratusan keping emas seberat 152,8 kilogram itu baru diketahui saat mereka melakukan pemeriksaan stok di brankas Butik Emas Logam Mulia (BELM) Surabaya 01. Dari dunia politik, pengaruh Presiden ke-7 RI Joko Widodo (Jokowi) dalam peta politik menjelang pemilihan kepala daerah (Pilkada) 2024 di Jawa Tengah dan Jakarta dianggap masih cukup penting. Baca juga: Transaksi Pembelian 1,136 Ton Emas yang Diklaim Budi Said Tidak Ada di PT Antam Ahli perhitungan kerugian negara Badan Pemeriksa Keuangan (BPK) Mochammad Priyono mengungkapkan bagaimana pemeriksaan pihaknya mendapati 152,8 kilogram emas tidak ada di brankas Butik Emas Logam Mulia (BELM) Surabaya 01. Keterangan ini disampaikan Priyono ketika dihadirkan sebagai ahli dalam sidang dugaan korupsi manipulasi pembelian emas yang menjerat crazy rich Surabaya, Budi Said, dan eks General Manager pada Unit Bisnis Pengolahan dan Pemurnian Logam Mulia (UBPP LM) Pulogadung PT Antam, Abdul Hadi Aviciena. Mulanya, Jaksa Penuntut Umum meminta Priyono menjelaskan hasil perhitungan kerugian negara oleh BPK. Priyono lantas menjelaskan kerugian negara sebesar 152,8 kilogram itu timbul karena terdapat selisih stok emas ketika dilakukan stok opnam (pemeriksaan stok di gudang) BELM Surabaya 01. “Berawal dari titik kerugian negara itu, BPK melakukan pemeriksaan baik analisis dokumen dan analisis keterangan dalam bentuk BAP dari penyidik, serta melakukan berita acara permintaan keterangan atau BAPK, atau kalau gampangnya konfirmasi,” kata Priyono di Pengadilan Tipikor Jakarta Pusat, Selasa (19/11/2024). Baca juga: Dampak MA Menangkan Budi Said, PT Antam Rugi Rp 1 Triliun Meski Belum Serahkan 1,136 Ton Emas Setelah menghitung data stok opname yang merujuk pada database Antam di kantor pusat atau Pulogadung, yakni aplikasi e-Mas, serta bukti dokumen pengiriman stok emas ke Surabaya, ditemukan kekurangan fisik di gudang BELM Surabaya 01. Pada 5 Desember 2018, misalnya, terdapat kekurangan emas batangan 1.000 gram atau 1 kilogram. “Berdasarkan perhitungan ulang BPK terkait dengan proses keluar masuk mutasi in dan mutasi out di saldo e-Mas, seharusnya ada 152 pieces 1 kilogram atau 1.000 gram, tetapi faktanya pada saat dilakukan pemeriksaan oleh pihak PT Antam Pulogadung, itu tidak diketahui keberadaannya,” ujar Priyono. Selain itu, BPK juga menemukan 100 gram emas dalam bentuk 278 keping yang seharusnya terdapat di brankas BELM Surabaya 01, tetapi tidak ditemukan keberadaannya. Ketiadaan fisik emas ini menimbulkan adanya selisih stok di gudang. “Bahwa tidak ditemukan emas yang seharusnya ada di butik Surabaya sebesar tadi itu, 1.000 gram, 125 pieces, terus 100 gram, 278 pieces,” lanjut Priyono. Baca juga: Setoran Dividen PT Antam ke Negara Turun Rp 1 Triliun akibat Gugatan Perdata 1,136 Ton Emas Budi Said Dikabulkan Jaksa kemudian menanyakan kesimpulan pemeriksaan Tim BPK dari lenyapnya 152,8 kilogram emas. “Secara kesimpulan, untuk kerugian nya berapa jadinya?” tanya jaksa. ","Kompas.com - 21/11/2024, 05:00 WIB",Nasional
